iso3,month,monthly_displacement
DJI,2018-09-01,0.0
DJI,2018-10-01,0.0
DJI,2018-11-01,0.0
DJI,2018-12-01,0.0
DJI,2019-01-01,0.0
DJI,2019-02-01,0.0
DJI,2019-03-01,0.0
DJI,2019-04-01,0.0
DJI,2019-05-01,0.0
DJI,2019-06-01,0.0
DJI,2019-07-01,0.0
DJI,2019-08-01,0.0
DJI,2019-09-01,0.0
DJI,2019-10-01,0.0
DJI,2019-11-01,0.0
DJI,2019-12-01,0.0
DJI,2020-01-01,0.0
DJI,2020-02-01,0.0
DJI,2020-03-01,0.0
DJI,2020-04-01,0.0
DJI,2020-05-01,0.0
DJI,2020-06-01,0.0
DJI,2020-07-01,0.0
DJI,2020-08-01,0.0
DJI,2020-09-01,0.0
DJI,2020-10-01,0.0
DJI,2020-11-01,0.0
DJI,2020-12-01,0.0
DJI,2021-01-01,0.0
DJI,2021-02-01,0.0
DJI,2021-03-01,0.0
DJI,2021-04-01,0.0
DJI,2021-05-01,0.0
DJI,2021-06-01,0.0
DJI,2021-07-01,0.0
DJI,2021-08-01,0.0
DJI,2021-09-01,0.0
DJI,2021-10-01,0.0
DJI,2021-11-01,0.0
DJI,2021-12-01,0.0
DJI,2022-01-01,0.0
DJI,2022-02-01,0.0
DJI,2022-03-01,0.0
DJI,2022-04-01,0.0
DJI,2022-05-01,12.0
DJI,2022-06-01,0.0
DJI,2022-07-01,0.0
DJI,2022-08-01,0.0
DJI,2022-09-01,0.0
DJI,2022-10-01,0.0
DJI,2022-11-01,0.0
DJI,2022-12-01,0.0
DJI,2023-01-01,0.0
DJI,2023-02-01,0.0
DJI,2023-03-01,0.0
DJI,2023-04-01,0.0
DJI,2023-05-01,0.0
DJI,2023-06-01,0.0
DJI,2023-07-01,0.0
DJI,2023-08-01,0.0
DJI,2023-09-01,0.0
DJI,2023-10-01,0.0
DJI,2023-11-01,0.0
DJI,2023-12-01,0.0
DJI,2024-01-01,0.0
DJI,2024-02-01,0.0
DJI,2024-03-01,0.0
DJI,2024-04-01,0.0
DJI,2024-05-01,0.0
DJI,2024-06-01,0.0
DJI,2024-07-01,0.0
DJI,2024-08-01,0.0
DJI,2024-09-01,0.0
DJI,2024-10-01,0.0
DJI,2024-11-01,0.0
DJI,2024-12-01,0.0
DJI,2025-01-01,0.0
DJI,2025-02-01,0.0
DJI,2025-03-01,0.0
DJI,2025-04-01,0.0
DJI,2025-05-01,0.0
DJI,2025-06-01,0.0
DJI,2025-07-01,0.0
DJI,2025-08-01,0.0
DJI,2025-09-01,0.0
DJI,2025-10-01,0.0
DJI,2025-11-01,0.0
DJI,2025-12-01,0.0
DJI,2026-01-01,0.0
DJI,2026-02-01,0.0
DJI,2026-03-01,0.0
DJI,2026-04-01,0.0
ECU,2018-01-01,0.0
ECU,2018-02-01,0.0
ECU,2018-03-01,0.0
ECU,2018-04-01,0.0
ECU,2018-05-01,0.0
ECU,2018-06-01,0.0
ECU,2018-07-01,0.0
ECU,2018-08-01,0.0
ECU,2018-09-01,0.0
ECU,2018-10-01,0.0
ECU,2018-11-01,0.0
ECU,2018-12-01,0.0
ECU,2019-01-01,0.0
ECU,2019-02-01,0.0
ECU,2019-03-01,0.0
ECU,2019-04-01,0.0
ECU,2019-05-01,0.0
ECU,2019-06-01,0.0
ECU,2019-07-01,0.0
ECU,2019-08-01,0.0
ECU,2019-09-01,0.0
ECU,2019-10-01,0.0
ECU,2019-11-01,0.0
ECU,2019-12-01,0.0
ECU,2020-01-01,0.0
ECU,2020-02-01,0.0
ECU,2020-03-01,0.0
ECU,2020-04-01,0.0
ECU,2020-05-01,136.363636365
ECU,2020-06-01,163.636363638
ECU,2020-07-01,0.0
ECU,2020-08-01,0.0
ECU,2020-09-01,0.0
ECU,2020-10-01,0.0
ECU,2020-11-01,0.0
ECU,2020-12-01,0.0
ECU,2021-01-01,0.0
ECU,2021-02-01,0.0
ECU,2021-03-01,0.0
ECU,2021-04-01,0.0
ECU,2021-05-01,0.0
ECU,2021-06-01,0.0
ECU,2021-07-01,0.0
ECU,2021-08-01,0.0
ECU,2021-09-01,0.0
ECU,2021-10-01,0.0
ECU,2021-11-01,0.0
ECU,2021-12-01,0.0
ECU,2022-01-01,0.0
ECU,2022-02-01,0.0
ECU,2022-03-01,0.0
ECU,2022-04-01,0.0
ECU,2022-05-01,0.0
ECU,2022-06-01,0.0
ECU,2022-07-01,0.0
ECU,2022-08-01,0.0
ECU,2022-09-01,0.0
ECU,2022-10-01,0.0
ECU,2022-11-01,0.0
ECU,2022-12-01,0.0
ECU,2023-01-01,0.0
ECU,2023-02-01,0.0
ECU,2023-03-01,0.0
ECU,2023-04-01,0.0
ECU,2023-05-01,0.0
ECU,2023-06-01,0.0
ECU,2023-07-01,0.0
ECU,2023-08-01,0.0
ECU,2023-09-01,0.0
ECU,2023-10-01,0.0
ECU,2023-11-01,0.0
ECU,2023-12-01,0.0
ECU,2024-01-01,0.0
ECU,2024-02-01,0.0
ECU,2024-03-01,0.0
ECU,2024-04-01,0.0
ECU,2024-05-01,0.0
ECU,2024-06-01,0.0
ECU,2024-07-01,0.0
ECU,2024-08-01,0.0
ECU,2024-09-01,0.0
ECU,2024-10-01,0.0
ECU,2024-11-01,0.0
ECU,2024-12-01,0.0
ECU,2025-01-01,0.0
ECU,2025-02-01,0.0
ECU,2025-03-01,0.0
ECU,2025-04-01,0.0
ECU,2025-05-01,0.0
ECU,2025-06-01,0.0
ECU,2025-07-01,0.0
ECU,2025-08-01,0.0
ECU,2025-09-01,0.0
ECU,2025-10-01,0.0
ECU,2025-11-01,0.0
ECU,2025-12-01,0.0
ECU,2026-01-01,0.0
ECU,2026-02-01,0.0
ECU,2026-03-01,0.0
ECU,2026-04-01,0.0
EGY,2018-01-01,4399.615383900001
EGY,2018-02-01,3973.8461532
EGY,2018-03-01,4399.615383900001
EGY,2018-04-01,1986.9230766
EGY,2018-05-01,0.0
EGY,2018-06-01,0.0
EGY,2018-07-01,0.0
EGY,2018-08-01,0.0
EGY,2018-09-01,0.0
EGY,2018-10-01,0.0
EGY,2018-11-01,0.0
EGY,2018-12-01,0.0
EGY,2019-01-01,0.0
EGY,2019-02-01,0.0
EGY,2019-03-01,0.0
EGY,2019-04-01,0.0
EGY,2019-05-01,0.0
EGY,2019-06-01,0.0
EGY,2019-07-01,0.0
EGY,2019-08-01,0.0
EGY,2019-09-01,0.0
EGY,2019-10-01,0.0
EGY,2019-11-01,0.0
EGY,2019-12-01,0.0
EGY,2020-01-01,0.0
EGY,2020-02-01,0.0
EGY,2020-03-01,0.0
EGY,2020-04-01,0.0
EGY,2020-05-01,0.0
EGY,2020-06-01,0.0
EGY,2020-07-01,24.64
EGY,2020-08-01,69.44000000000001
EGY,2020-09-01,67.2
EGY,2020-10-01,62.720000000000006
EGY,2020-11-01,0.0
EGY,2020-12-01,0.0
EGY,2021-01-01,0.0
EGY,2021-02-01,0.0
EGY,2021-03-01,0.0
EGY,2021-04-01,0.0
EGY,2021-05-01,0.0
EGY,2021-06-01,0.0
EGY,2021-07-01,0.0
EGY,2021-08-01,0.0
EGY,2021-09-01,0.0
EGY,2021-10-01,0.0
EGY,2021-11-01,0.0
EGY,2021-12-01,0.0
EGY,2022-01-01,0.0
EGY,2022-02-01,0.0
EGY,2022-03-01,0.0
EGY,2022-04-01,0.0
EGY,2022-05-01,0.0
EGY,2022-06-01,0.0
EGY,2022-07-01,0.0
EGY,2022-08-01,0.0
EGY,2022-09-01,0.0
EGY,2022-10-01,0.0
EGY,2022-11-01,0.0
EGY,2022-12-01,0.0
EGY,2023-01-01,0.0
EGY,2023-02-01,0.0
EGY,2023-03-01,0.0
EGY,2023-04-01,0.0
EGY,2023-05-01,0.0
EGY,2023-06-01,0.0
EGY,2023-07-01,0.0
EGY,2023-08-01,0.0
EGY,2023-09-01,0.0
EGY,2023-10-01,0.0
EGY,2023-11-01,0.0
EGY,2023-12-01,0.0
EGY,2024-01-01,0.0
EGY,2024-02-01,0.0
EGY,2024-03-01,0.0
EGY,2024-04-01,0.0
EGY,2024-05-01,0.0
EGY,2024-06-01,0.0
EGY,2024-07-01,0.0
EGY,2024-08-01,0.0
EGY,2024-09-01,0.0
EGY,2024-10-01,0.0
EGY,2024-11-01,0.0
EGY,2024-12-01,0.0
EGY,2025-01-01,0.0
EGY,2025-02-01,0.0
EGY,2025-03-01,0.0
EGY,2025-04-01,0.0
EGY,2025-05-01,0.0
EGY,2025-06-01,0.0
EGY,2025-07-01,0.0
EGY,2025-08-01,0.0
EGY,2025-09-01,0.0
EGY,2025-10-01,0.0
EGY,2025-11-01,0.0
EGY,2025-12-01,0.0
EGY,2026-01-01,0.0
EGY,2026-02-01,0.0
EGY,2026-03-01,0.0
EGY,2026-04-01,0.0
ETH,2018-01-01,0.0
ETH,2018-02-01,0.0
ETH,2018-03-01,39825.0
ETH,2018-04-01,0.0
ETH,2018-05-01,0.0
ETH,2018-06-01,0.0
ETH,2018-07-01,0.0
ETH,2018-08-01,139410.000002
ETH,2018-09-01,15859.999998
ETH,2018-10-01,0.0
ETH,2018-11-01,0.0
ETH,2018-12-01,97160.00000500001
ETH,2019-01-01,2000.00000004
ETH,2019-02-01,34575.303024
ETH,2019-03-01,36726.696963
ETH,2019-04-01,3439.5555554700004
ETH,2019-05-01,592.44444441
ETH,2019-06-01,12670.983607
ETH,2019-07-01,33859.016387
ETH,2019-08-01,31259.016408
ETH,2019-09-01,12540.983607
ETH,2019-10-01,23000.000000599997
ETH,2019-11-01,0.0
ETH,2019-12-01,0.0
ETH,2020-01-01,581.9672131
ETH,2020-02-01,24077.0491822
ETH,2020-03-01,21740.9836057
ETH,2020-04-01,0.0
ETH,2020-05-01,10000.0000005
ETH,2020-06-01,800.0000001000001
ETH,2020-07-01,0.0
ETH,2020-08-01,0.0
ETH,2020-09-01,0.0
ETH,2020-10-01,6700.0
ETH,2020-11-01,175600.0
ETH,2020-12-01,471844.99997
ETH,2021-01-01,67382.99095559999
ETH,2021-02-01,84226.348052
ETH,2021-03-01,100225.986389
ETH,2021-04-01,107680.98267
ETH,2021-05-01,153989.25696
ETH,2021-06-01,150803.15868
ETH,2021-07-01,155829.93063599998
ETH,2021-08-01,153375.699068
ETH,2021-09-01,154044.47448
ETH,2021-10-01,151074.85697300002
ETH,2021-11-01,146201.47449000002
ETH,2021-12-01,151074.85697300002
ETH,2022-01-01,39804.508183000005
ETH,2022-02-01,35952.459004000004
ETH,2022-03-01,39804.508183000005
ETH,2022-04-01,38520.49179
ETH,2022-05-01,39804.508183000005
ETH,2022-06-01,38520.49179
ETH,2022-07-01,39804.508183000005
ETH,2022-08-01,39804.508183000005
ETH,2022-09-01,0.0
ETH,2022-10-01,0.0
ETH,2022-11-01,350000.0
ETH,2022-12-01,0.0
ETH,2023-01-01,423586.99987
ETH,2023-02-01,37674.999992000005
ETH,2023-03-01,34441.0
ETH,2023-04-01,85213.0
ETH,2023-05-01,9112.0000009
ETH,2023-06-01,11331.0
ETH,2023-07-01,13774.999999700001
ETH,2023-08-01,10200.9999991
ETH,2023-09-01,26172.0
ETH,2023-10-01,45973.999998
ETH,2023-11-01,18192.0
ETH,2023-12-01,8714.000000200002
ETH,2024-01-01,49202.999987999996
ETH,2024-02-01,6400.0000008
ETH,2024-03-01,95390.999992
ETH,2024-04-01,89724.0
ETH,2024-05-01,59121.99999
ETH,2024-06-01,555.0
ETH,2024-07-01,17449.9999998
ETH,2024-08-01,50855.999999
ETH,2024-09-01,2222.0000001000003
ETH,2024-10-01,9419.0000007
ETH,2024-11-01,3039.0
ETH,2024-12-01,3532.9999989
ETH,2025-01-01,8791.0000012
ETH,2025-02-01,3484.9999996
ETH,2025-03-01,19584.0000005
ETH,2025-04-01,25112.000001
ETH,2025-05-01,11530.0000009
ETH,2025-06-01,3159.0
ETH,2025-07-01,257336.30688
ETH,2025-08-01,190440.147732
ETH,2025-09-01,174068.659084
ETH,2025-10-01,67015.8863646
ETH,2025-11-01,28269.999999
ETH,2025-12-01,22312.0000005
ETH,2026-01-01,0.0
ETH,2026-02-01,0.0
ETH,2026-03-01,0.0
ETH,2026-04-01,0.0
FRA,2018-01-01,0.0
FRA,2018-02-01,0.0
FRA,2018-03-01,0.0
FRA,2018-04-01,0.0
FRA,2018-05-01,0.0
FRA,2018-06-01,0.0
FRA,2018-07-01,0.0
FRA,2018-08-01,0.0
FRA,2018-09-01,0.0
FRA,2018-10-01,0.0
FRA,2018-11-01,0.0
FRA,2018-12-01,0.0
FRA,2019-01-01,0.0
FRA,2019-02-01,0.0
FRA,2019-03-01,0.0
FRA,2019-04-01,0.0
FRA,2019-05-01,0.0
FRA,2019-06-01,0.0
FRA,2019-07-01,0.0
FRA,2019-08-01,0.0
FRA,2019-09-01,0.0
FRA,2019-10-01,0.0
FRA,2019-11-01,0.0
FRA,2019-12-01,0.0
FRA,2020-01-01,0.0
FRA,2020-02-01,0.0
FRA,2020-03-01,0.0
FRA,2020-04-01,0.0
FRA,2020-05-01,0.0
FRA,2020-06-01,0.0
FRA,2020-07-01,0.0
FRA,2020-08-01,0.0
FRA,2020-09-01,0.0
FRA,2020-10-01,0.0
FRA,2020-11-01,0.0
FRA,2020-12-01,0.0
FRA,2021-01-01,0.0
FRA,2021-02-01,0.0
FRA,2021-03-01,10.206896552
FRA,2021-04-01,153.10344828
FRA,2021-05-01,158.206896556
FRA,2021-06-01,153.10344828
FRA,2021-07-01,158.206896556
FRA,2021-08-01,158.206896556
FRA,2021-09-01,153.10344828
FRA,2021-10-01,158.206896556
FRA,2021-11-01,153.10344828
FRA,2021-12-01,76.55172414
FRA,2022-01-01,0.0
FRA,2022-02-01,0.0
FRA,2022-03-01,0.0
FRA,2022-04-01,0.0
FRA,2022-05-01,0.0
FRA,2022-06-01,0.0
FRA,2022-07-01,0.0
FRA,2022-08-01,0.0
FRA,2022-09-01,0.0
FRA,2022-10-01,0.0
FRA,2022-11-01,0.0
FRA,2022-12-01,0.0
FRA,2023-01-01,0.0
FRA,2023-02-01,0.0
FRA,2023-03-01,0.0
FRA,2023-04-01,0.0
FRA,2023-05-01,0.0
FRA,2023-06-01,0.0
FRA,2023-07-01,0.0
FRA,2023-08-01,0.0
FRA,2023-09-01,0.0
FRA,2023-10-01,0.0
FRA,2023-11-01,0.0
FRA,2023-12-01,0.0
FRA,2024-01-01,0.0
FRA,2024-02-01,0.0
FRA,2024-03-01,0.0
FRA,2024-04-01,0.0
FRA,2024-05-01,0.0
FRA,2024-06-01,0.0
FRA,2024-07-01,0.0
FRA,2024-08-01,0.0
FRA,2024-09-01,0.0
FRA,2024-10-01,0.0
FRA,2024-11-01,0.0
FRA,2024-12-01,0.0
FRA,2025-01-01,0.0
FRA,2025-02-01,0.0
FRA,2025-03-01,0.0
FRA,2025-04-01,0.0
FRA,2025-05-01,0.0
FRA,2025-06-01,0.0
FRA,2025-07-01,0.0
FRA,2025-08-01,0.0
FRA,2025-09-01,0.0
FRA,2025-10-01,0.0
FRA,2025-11-01,0.0
FRA,2025-12-01,0.0
FRA,2026-01-01,0.0
FRA,2026-02-01,0.0
FRA,2026-03-01,0.0
FRA,2026-04-01,0.0
GBR,2018-01-01,0.0
GBR,2018-02-01,0.0
GBR,2018-03-01,0.0
GBR,2018-04-01,0.0
GBR,2018-05-01,0.0
GBR,2018-06-01,0.0
GBR,2018-07-01,0.0
GBR,2018-08-01,0.0
GBR,2018-09-01,0.0
GBR,2018-10-01,0.0
GBR,2018-11-01,0.0
GBR,2018-12-01,0.0
GBR,2019-01-01,0.0
GBR,2019-02-01,0.0
GBR,2019-03-01,0.0
GBR,2019-04-01,0.0
GBR,2019-05-01,0.0
GBR,2019-06-01,0.0
GBR,2019-07-01,0.0
GBR,2019-08-01,0.0
GBR,2019-09-01,0.0
GBR,2019-10-01,0.0
GBR,2019-11-01,0.0
GBR,2019-12-01,0.0
GBR,2020-01-01,0.0
GBR,2020-02-01,0.0
GBR,2020-03-01,0.0
GBR,2020-04-01,0.0
GBR,2020-05-01,0.0
GBR,2020-06-01,0.0
GBR,2020-07-01,0.0
GBR,2020-08-01,0.0
GBR,2020-09-01,0.0
GBR,2020-10-01,0.0
GBR,2020-11-01,0.0
GBR,2020-12-01,0.0
GBR,2021-01-01,0.0
GBR,2021-02-01,0.0
GBR,2021-03-01,0.0
GBR,2021-04-01,0.0
GBR,2021-05-01,0.0
GBR,2021-06-01,0.0
GBR,2021-07-01,0.0
GBR,2021-08-01,0.0
GBR,2021-09-01,0.0
GBR,2021-10-01,0.0
GBR,2021-11-01,0.0
GBR,2021-12-01,0.0
GBR,2022-01-01,0.0
GBR,2022-02-01,0.0
GBR,2022-03-01,91.0
GBR,2022-04-01,0.0
GBR,2022-05-01,0.0
GBR,2022-06-01,0.0
GBR,2022-07-01,0.0
GBR,2022-08-01,0.0
GBR,2022-09-01,0.0
GBR,2022-10-01,0.0
GBR,2022-11-01,0.0
GBR,2022-12-01,0.0
GBR,2023-01-01,0.0
GBR,2023-02-01,0.0
GBR,2023-03-01,0.0
GBR,2023-04-01,0.0
GBR,2023-05-01,0.0
GBR,2023-06-01,0.0
GBR,2023-07-01,0.0
GBR,2023-08-01,0.0
GBR,2023-09-01,0.0
GBR,2023-10-01,0.0
GBR,2023-11-01,0.0
GBR,2023-12-01,0.0
GBR,2024-01-01,0.0
GBR,2024-02-01,0.0
GBR,2024-03-01,0.0
GBR,2024-04-01,0.0
GBR,2024-05-01,0.0
GBR,2024-06-01,0.0
GBR,2024-07-01,0.0
GBR,2024-08-01,0.0
GBR,2024-09-01,0.0
GBR,2024-10-01,0.0
GBR,2024-11-01,0.0
GBR,2024-12-01,0.0
GBR,2025-01-01,0.0
GBR,2025-02-01,0.0
GBR,2025-03-01,0.0
GBR,2025-04-01,0.0
GBR,2025-05-01,0.0
GBR,2025-06-01,0.0
GBR,2025-07-01,0.0
GBR,2025-08-01,0.0
GBR,2025-09-01,0.0
GBR,2025-10-01,0.0
GBR,2025-11-01,0.0
GBR,2025-12-01,0.0
GBR,2026-01-01,0.0
GBR,2026-02-01,0.0
GBR,2026-03-01,0.0
GBR,2026-04-01,0.0
GHA,2018-01-01,0.0
GHA,2018-02-01,0.0
GHA,2018-03-01,0.0
GHA,2018-04-01,0.0
GHA,2018-05-01,0.0
GHA,2018-06-01,0.0
GHA,2018-07-01,0.0
GHA,2018-08-01,0.0
GHA,2018-09-01,0.0
GHA,2018-10-01,0.0
GHA,2018-11-01,0.0
GHA,2018-12-01,5000.0
GHA,2019-01-01,0.0
GHA,2019-02-01,0.0
GHA,2019-03-01,216.43902444
GHA,2019-04-01,381.9512196
GHA,2019-05-01,394.68292692
GHA,2019-06-01,381.9512196
GHA,2019-07-01,394.68292692
GHA,2019-08-01,318.292683
GHA,2019-09-01,0.0
GHA,2019-10-01,0.0
GHA,2019-11-01,0.0
GHA,2019-12-01,0.0
GHA,2020-01-01,0.0
GHA,2020-02-01,10.894736839
GHA,2020-03-01,48.248120287
GHA,2020-04-01,46.69172931
GHA,2020-05-01,48.248120287
GHA,2020-06-01,46.69172931
GHA,2020-07-01,6.225563908
GHA,2020-08-01,0.0
GHA,2020-09-01,0.0
GHA,2020-10-01,0.0
GHA,2020-11-01,0.0
GHA,2020-12-01,0.0
GHA,2021-01-01,0.0
GHA,2021-02-01,0.0
GHA,2021-03-01,0.0
GHA,2021-04-01,0.0
GHA,2021-05-01,150.0
GHA,2021-06-01,0.0
GHA,2021-07-01,0.0
GHA,2021-08-01,0.0
GHA,2021-09-01,0.0
GHA,2021-10-01,0.0
GHA,2021-11-01,0.0
GHA,2021-12-01,0.0
GHA,2022-01-01,0.0
GHA,2022-02-01,0.0
GHA,2022-03-01,0.0
GHA,2022-04-01,0.0
GHA,2022-05-01,0.0
GHA,2022-06-01,60.0
GHA,2022-07-01,0.0
GHA,2022-08-01,0.0
GHA,2022-09-01,0.0
GHA,2022-10-01,0.0
GHA,2022-11-01,0.0
GHA,2022-12-01,0.0
GHA,2023-01-01,0.0
GHA,2023-02-01,679.0
GHA,2023-03-01,0.0
GHA,2023-04-01,800.0
GHA,2023-05-01,0.0
GHA,2023-06-01,0.0
GHA,2023-07-01,0.0
GHA,2023-08-01,0.0
GHA,2023-09-01,0.0
GHA,2023-10-01,0.0
GHA,2023-11-01,0.0
GHA,2023-12-01,0.0
GHA,2024-01-01,0.0
GHA,2024-02-01,0.0
GHA,2024-03-01,0.0
GHA,2024-04-01,0.0
GHA,2024-05-01,0.0
GHA,2024-06-01,0.0
GHA,2024-07-01,0.0
GHA,2024-08-01,0.0
GHA,2024-09-01,0.0
GHA,2024-10-01,0.0
GHA,2024-11-01,0.0
GHA,2024-12-01,0.0
GHA,2025-01-01,59.999999997
GHA,2025-02-01,0.0
GHA,2025-03-01,0.0
GHA,2025-04-01,0.0
GHA,2025-05-01,0.0
GHA,2025-06-01,0.0
GHA,2025-07-01,0.0
GHA,2025-08-01,3482.0
GHA,2025-09-01,0.0
GHA,2025-10-01,0.0
GHA,2025-11-01,0.0
GHA,2025-12-01,0.0
GHA,2026-01-01,0.0
GHA,2026-02-01,0.0
GHA,2026-03-01,0.0
GHA,2026-04-01,7000.0
GIN,2018-01-01,0.0
GIN,2018-02-01,0.0
GIN,2018-03-01,0.0
GIN,2018-04-01,0.0
GIN,2018-05-01,0.0
GIN,2018-06-01,0.0
GIN,2018-07-01,0.0
GIN,2018-08-01,0.0
GIN,2018-09-01,0.0
GIN,2018-10-01,0.0
GIN,2018-11-01,0.0
GIN,2018-12-01,0.0
GIN,2019-01-01,0.0
GIN,2019-02-01,0.0
GIN,2019-03-01,0.0
GIN,2019-04-01,0.0
GIN,2019-05-01,0.0
GIN,2019-06-01,0.0
GIN,2019-07-01,0.0
GIN,2019-08-01,0.0
GIN,2019-09-01,0.0
GIN,2019-10-01,0.0
GIN,2019-11-01,0.0
GIN,2019-12-01,0.0
GIN,2020-01-01,0.0
GIN,2020-02-01,4.05063291
GIN,2020-03-01,12.556962021
GIN,2020-04-01,12.15189873
GIN,2020-05-01,12.556962021
GIN,2020-06-01,12.15189873
GIN,2020-07-01,12.556962021
GIN,2020-08-01,12.556962021
GIN,2020-09-01,12.15189873
GIN,2020-10-01,5.265822783
GIN,2020-11-01,0.0
GIN,2020-12-01,0.0
GIN,2021-01-01,0.0
GIN,2021-02-01,0.0
GIN,2021-03-01,0.0
GIN,2021-04-01,0.0
GIN,2021-05-01,0.0
GIN,2021-06-01,0.0
GIN,2021-07-01,0.0
GIN,2021-08-01,0.0
GIN,2021-09-01,0.0
GIN,2021-10-01,0.0
GIN,2021-11-01,0.0
GIN,2021-12-01,0.0
GIN,2022-01-01,0.0
GIN,2022-02-01,0.0
GIN,2022-03-01,0.0
GIN,2022-04-01,0.0
GIN,2022-05-01,0.0
GIN,2022-06-01,0.0
GIN,2022-07-01,0.0
GIN,2022-08-01,0.0
GIN,2022-09-01,0.0
GIN,2022-10-01,0.0
GIN,2022-11-01,0.0
GIN,2022-12-01,0.0
GIN,2023-01-01,0.0
GIN,2023-02-01,0.0
GIN,2023-03-01,0.0
GIN,2023-04-01,0.0
GIN,2023-05-01,0.0
GIN,2023-06-01,0.0
GIN,2023-07-01,0.0
GIN,2023-08-01,0.0
GIN,2023-09-01,0.0
GIN,2023-10-01,0.0
GIN,2023-11-01,0.0
GIN,2023-12-01,0.0
GIN,2024-01-01,0.0
GIN,2024-02-01,0.0
GIN,2024-03-01,0.0
GIN,2024-04-01,0.0
GIN,2024-05-01,0.0
GIN,2024-06-01,0.0
GIN,2024-07-01,0.0
GIN,2024-08-01,0.0
GIN,2024-09-01,0.0
GIN,2024-10-01,0.0
GIN,2024-11-01,0.0
GIN,2024-12-01,0.0
GIN,2025-01-01,0.0
GIN,2025-02-01,0.0
GIN,2025-03-01,0.0
GIN,2025-04-01,0.0
GIN,2025-05-01,0.0
GIN,2025-06-01,0.0
GIN,2025-07-01,0.0
GIN,2025-08-01,0.0
GIN,2025-09-01,0.0
GIN,2025-10-01,0.0
GIN,2025-11-01,0.0
GIN,2025-12-01,0.0
GIN,2026-01-01,0.0
GIN,2026-02-01,0.0
GIN,2026-03-01,0.0
GIN,2026-04-01,0.0
GMB,2018-01-01,0.0
GMB,2018-02-01,0.0
GMB,2018-03-01,0.0
GMB,2018-04-01,0.0
GMB,2018-05-01,0.0
GMB,2018-06-01,0.0
GMB,2018-07-01,0.0
GMB,2018-08-01,0.0
GMB,2018-09-01,0.0
GMB,2018-10-01,0.0
GMB,2018-11-01,0.0
GMB,2018-12-01,0.0
GMB,2019-01-01,0.0
GMB,2019-02-01,0.0
GMB,2019-03-01,0.0
GMB,2019-04-01,0.0
GMB,2019-05-01,0.0
GMB,2019-06-01,0.0
GMB,2019-07-01,0.0
GMB,2019-08-01,0.0
GMB,2019-09-01,0.0
GMB,2019-10-01,0.0
GMB,2019-11-01,0.0
GMB,2019-12-01,0.0
GMB,2020-01-01,0.0
GMB,2020-02-01,0.0
GMB,2020-03-01,0.0
GMB,2020-04-01,0.0
GMB,2020-05-01,0.0
GMB,2020-06-01,0.0
GMB,2020-07-01,0.0
GMB,2020-08-01,0.0
GMB,2020-09-01,0.0
GMB,2020-10-01,0.0
GMB,2020-11-01,0.0
GMB,2020-12-01,0.0
GMB,2021-01-01,0.0
GMB,2021-02-01,0.0
GMB,2021-03-01,696.0
GMB,2021-04-01,0.0
GMB,2021-05-01,0.0
GMB,2021-06-01,0.0
GMB,2021-07-01,0.0
GMB,2021-08-01,0.0
GMB,2021-09-01,0.0
GMB,2021-10-01,0.0
GMB,2021-11-01,0.0
GMB,2021-12-01,0.0
GMB,2022-01-01,2204.0
GMB,2022-02-01,0.0
GMB,2022-03-01,5626.0
GMB,2022-04-01,0.0
GMB,2022-05-01,0.0
GMB,2022-06-01,0.0
GMB,2022-07-01,0.0
GMB,2022-08-01,0.0
GMB,2022-09-01,0.0
GMB,2022-10-01,0.0
GMB,2022-11-01,0.0
GMB,2022-12-01,0.0
GMB,2023-01-01,0.0
GMB,2023-02-01,0.0
GMB,2023-03-01,0.0
GMB,2023-04-01,0.0
GMB,2023-05-01,0.0
GMB,2023-06-01,0.0
GMB,2023-07-01,0.0
GMB,2023-08-01,0.0
GMB,2023-09-01,0.0
GMB,2023-10-01,0.0
GMB,2023-11-01,0.0
GMB,2023-12-01,0.0
GMB,2024-01-01,0.0
GMB,2024-02-01,0.0
GMB,2024-03-01,0.0
GMB,2024-04-01,0.0
GMB,2024-05-01,0.0
GMB,2024-06-01,0.0
GMB,2024-07-01,0.0
GMB,2024-08-01,0.0
GMB,2024-09-01,0.0
GMB,2024-10-01,0.0
GMB,2024-11-01,0.0
GMB,2024-12-01,0.0
GMB,2025-01-01,0.0
GMB,2025-02-01,0.0
GMB,2025-03-01,0.0
GMB,2025-04-01,0.0
GMB,2025-05-01,0.0
GMB,2025-06-01,0.0
GMB,2025-07-01,0.0
GMB,2025-08-01,0.0
GMB,2025-09-01,0.0
GMB,2025-10-01,0.0
GMB,2025-11-01,0.0
GMB,2025-12-01,0.0
GMB,2026-01-01,0.0
GMB,2026-02-01,0.0
GMB,2026-03-01,0.0
GMB,2026-04-01,0.0
GRC,2018-01-01,0.0
GRC,2018-02-01,0.0
GRC,2018-03-01,0.0
GRC,2018-04-01,0.0
GRC,2018-05-01,0.0
GRC,2018-06-01,0.0
GRC,2018-07-01,0.0
GRC,2018-08-01,0.0
GRC,2018-09-01,0.0
GRC,2018-10-01,0.0
GRC,2018-11-01,0.0
GRC,2018-12-01,0.0
GRC,2019-01-01,0.0
GRC,2019-02-01,0.0
GRC,2019-03-01,0.0
GRC,2019-04-01,0.0
GRC,2019-05-01,0.0
GRC,2019-06-01,0.0
GRC,2019-07-01,0.0
GRC,2019-08-01,0.0
