iso3,month,INFORM,VU,CC,HA
AFG,2016-05-01,7.9,7.1,8.0,8.6
AFG,2016-06-01,7.9,7.1,8.0,8.6
AFG,2016-07-01,7.9,7.1,8.0,8.6
AFG,2016-08-01,7.9,7.1,8.0,8.6
AFG,2016-09-01,7.9,7.1,8.0,8.6
AFG,2016-10-01,7.9,7.1,8.0,8.6
AFG,2016-11-01,7.9,7.1,8.0,8.6
AFG,2016-12-01,7.9,7.1,8.0,8.6
AFG,2017-01-01,7.9,7.1,8.0,8.6
AFG,2017-02-01,7.9,7.1,8.0,8.6
AFG,2017-03-01,7.9,7.1,8.0,8.6
AFG,2017-04-01,7.9,7.1,8.0,8.6
AFG,2017-05-01,7.8,7.1,7.7,8.8
AFG,2017-06-01,7.8,7.1,7.7,8.8
AFG,2017-07-01,7.8,7.1,7.7,8.8
AFG,2017-08-01,7.8,7.1,7.7,8.8
AFG,2017-09-01,7.8,7.1,7.7,8.8
AFG,2017-10-01,7.8,7.1,7.7,8.8
AFG,2017-11-01,7.8,7.1,7.7,8.8
AFG,2017-12-01,7.8,7.1,7.7,8.8
AFG,2018-01-01,7.8,7.1,7.7,8.8
AFG,2018-02-01,7.8,7.1,7.7,8.8
AFG,2018-03-01,7.8,7.1,7.7,8.8
AFG,2018-04-01,7.8,7.1,7.7,8.8
AFG,2018-05-01,7.7,7.1,7.5,8.7
AFG,2018-06-01,7.7,7.1,7.5,8.7
AFG,2018-07-01,7.7,7.1,7.5,8.7
AFG,2018-08-01,7.7,7.1,7.5,8.7
AFG,2018-09-01,7.7,7.1,7.5,8.7
AFG,2018-10-01,7.7,7.1,7.5,8.7
AFG,2018-11-01,7.7,7.1,7.5,8.7
AFG,2018-12-01,7.7,7.1,7.5,8.7
AFG,2019-01-01,7.7,7.1,7.5,8.7
AFG,2019-02-01,7.7,7.1,7.5,8.7
AFG,2019-03-01,7.7,7.1,7.5,8.7
AFG,2019-04-01,7.7,7.1,7.5,8.7
AFG,2019-05-01,7.8,7.2,7.5,8.8
AFG,2019-06-01,7.8,7.2,7.5,8.8
AFG,2019-07-01,7.8,7.2,7.5,8.8
AFG,2019-08-01,7.8,7.2,7.5,8.8
AFG,2019-09-01,7.8,7.2,7.5,8.8
AFG,2019-10-01,7.8,7.2,7.5,8.8
AFG,2019-11-01,7.8,7.2,7.5,8.8
AFG,2019-12-01,7.8,7.2,7.5,8.8
AFG,2020-01-01,7.8,7.2,7.5,8.8
AFG,2020-02-01,7.8,7.2,7.5,8.8
AFG,2020-03-01,7.8,7.2,7.5,8.8
AFG,2020-04-01,7.8,7.2,7.5,8.8
AFG,2020-05-01,8.0,8.2,7.2,8.8
AFG,2020-06-01,8.0,8.2,7.2,8.8
AFG,2020-07-01,8.0,8.2,7.2,8.8
AFG,2020-08-01,8.0,8.2,7.2,8.8
AFG,2020-09-01,8.0,8.2,7.2,8.8
AFG,2020-10-01,8.0,8.2,7.2,8.8
AFG,2020-11-01,8.0,8.2,7.2,8.8
AFG,2020-12-01,8.0,8.2,7.2,8.8
AFG,2021-01-01,8.0,8.2,7.2,8.8
AFG,2021-02-01,8.0,8.2,7.2,8.8
AFG,2021-03-01,8.0,8.2,7.2,8.8
AFG,2021-04-01,8.0,8.2,7.2,8.8
AFG,2021-05-01,8.1,8.2,7.3,8.9
AFG,2021-06-01,8.1,8.2,7.3,8.9
AFG,2021-07-01,8.1,8.2,7.3,8.9
AFG,2021-08-01,8.1,8.2,7.3,8.9
AFG,2021-09-01,8.1,8.2,7.3,8.9
AFG,2021-10-01,8.1,8.2,7.3,8.9
AFG,2021-11-01,8.1,8.2,7.3,8.9
AFG,2021-12-01,8.1,8.2,7.3,8.9
AFG,2022-01-01,8.1,8.2,7.3,8.9
AFG,2022-02-01,8.1,8.2,7.3,8.9
AFG,2022-03-01,8.1,8.2,7.3,8.9
AFG,2022-04-01,8.1,8.2,7.3,8.9
AFG,2022-05-01,8.2,8.4,7.3,8.9
AFG,2022-06-01,8.2,8.4,7.3,8.9
AFG,2022-07-01,8.2,8.4,7.3,8.9
AFG,2022-08-01,8.2,8.4,7.3,8.9
AFG,2022-09-01,8.2,8.4,7.3,8.9
AFG,2022-10-01,8.2,8.4,7.3,8.9
AFG,2022-11-01,8.2,8.4,7.3,8.9
AFG,2022-12-01,8.2,8.4,7.3,8.9
AFG,2023-01-01,8.2,8.4,7.3,8.9
AFG,2023-02-01,8.2,8.4,7.3,8.9
AFG,2023-03-01,8.2,8.4,7.3,8.9
AFG,2023-04-01,8.2,8.4,7.3,8.9
AFG,2023-05-01,8.1,8.5,7.1,8.9
AFG,2023-06-01,8.1,8.5,7.1,8.9
AFG,2023-07-01,8.1,8.5,7.1,8.9
AFG,2023-08-01,8.1,8.5,7.1,8.9
AFG,2023-09-01,8.1,8.5,7.1,8.9
AFG,2023-10-01,8.1,8.5,7.1,8.9
AFG,2023-11-01,8.1,8.5,7.1,8.9
AFG,2023-12-01,8.1,8.5,7.1,8.9
AFG,2024-01-01,8.1,8.5,7.1,8.9
AFG,2024-02-01,8.1,8.5,7.1,8.9
AFG,2024-03-01,8.1,8.5,7.1,8.9
AFG,2024-04-01,8.1,8.5,7.1,8.9
AFG,2024-05-01,8.1,8.5,7.1,8.7
AFG,2024-06-01,8.1,8.5,7.1,8.7
AFG,2024-07-01,8.1,8.5,7.1,8.7
AFG,2024-08-01,8.1,8.5,7.1,8.7
AFG,2024-09-01,8.1,8.5,7.1,8.7
AFG,2024-10-01,8.1,8.5,7.1,8.7
AFG,2024-11-01,8.1,8.5,7.1,8.7
AFG,2024-12-01,8.1,8.5,7.1,8.7
AFG,2025-01-01,8.1,8.5,7.1,8.7
AFG,2025-02-01,8.1,8.5,7.1,8.7
AFG,2025-03-01,8.1,8.5,7.1,8.7
AFG,2025-04-01,8.1,8.5,7.1,8.7
AFG,2025-05-01,7.7,8.3,7.1,7.6
AFG,2025-06-01,7.7,8.3,7.1,7.6
AFG,2025-07-01,7.7,8.3,7.1,7.6
AFG,2025-08-01,7.7,8.3,7.1,7.6
AFG,2025-09-01,7.7,8.3,7.1,7.6
AFG,2025-10-01,7.7,8.3,7.1,7.6
AFG,2025-11-01,7.7,8.3,7.1,7.6
AFG,2025-12-01,7.7,8.3,7.1,7.6
AFG,2026-01-01,7.7,8.3,7.1,7.6
AFG,2026-02-01,7.7,8.3,7.1,7.6
AFG,2026-03-01,7.7,8.3,7.1,7.6
AFG,2026-04-01,7.7,8.3,7.1,7.6
AFG,2026-05-01,7.8,8.3,7.4,7.7
AFG,2026-06-01,7.8,8.3,7.4,7.7
AFG,2026-07-01,7.8,8.3,7.4,7.7
AFG,2026-08-01,7.8,8.3,7.4,7.7
AFG,2026-09-01,7.8,8.3,7.4,7.7
AFG,2026-10-01,7.8,8.3,7.4,7.7
AFG,2026-11-01,7.8,8.3,7.4,7.7
AFG,2026-12-01,7.8,8.3,7.4,7.7
AFG,2027-01-01,7.8,8.3,7.4,7.7
AFG,2027-02-01,7.8,8.3,7.4,7.7
AFG,2027-03-01,7.8,8.3,7.4,7.7
AFG,2027-04-01,7.8,8.3,7.4,7.7
AGO,2016-05-01,4.2,4.5,7.0,2.3
AGO,2016-06-01,4.2,4.5,7.0,2.3
AGO,2016-07-01,4.2,4.5,7.0,2.3
AGO,2016-08-01,4.2,4.5,7.0,2.3
AGO,2016-09-01,4.2,4.5,7.0,2.3
AGO,2016-10-01,4.2,4.5,7.0,2.3
AGO,2016-11-01,4.2,4.5,7.0,2.3
AGO,2016-12-01,4.2,4.5,7.0,2.3
AGO,2017-01-01,4.2,4.5,7.0,2.3
AGO,2017-02-01,4.2,4.5,7.0,2.3
AGO,2017-03-01,4.2,4.5,7.0,2.3
AGO,2017-04-01,4.2,4.5,7.0,2.3
AGO,2017-05-01,4.9,4.4,7.0,3.9
AGO,2017-06-01,4.9,4.4,7.0,3.9
AGO,2017-07-01,4.9,4.4,7.0,3.9
AGO,2017-08-01,4.9,4.4,7.0,3.9
AGO,2017-09-01,4.9,4.4,7.0,3.9
AGO,2017-10-01,4.9,4.4,7.0,3.9
AGO,2017-11-01,4.9,4.4,7.0,3.9
AGO,2017-12-01,4.9,4.4,7.0,3.9
AGO,2018-01-01,4.9,4.4,7.0,3.9
AGO,2018-02-01,4.9,4.4,7.0,3.9
AGO,2018-03-01,4.9,4.4,7.0,3.9
AGO,2018-04-01,4.9,4.4,7.0,3.9
AGO,2018-05-01,5.2,4.6,7.3,4.3
AGO,2018-06-01,5.2,4.6,7.3,4.3
AGO,2018-07-01,5.2,4.6,7.3,4.3
AGO,2018-08-01,5.2,4.6,7.3,4.3
AGO,2018-09-01,5.2,4.6,7.3,4.3
AGO,2018-10-01,5.2,4.6,7.3,4.3
AGO,2018-11-01,5.2,4.6,7.3,4.3
AGO,2018-12-01,5.2,4.6,7.3,4.3
AGO,2019-01-01,5.2,4.6,7.3,4.3
AGO,2019-02-01,5.2,4.6,7.3,4.3
AGO,2019-03-01,5.2,4.6,7.3,4.3
AGO,2019-04-01,5.2,4.6,7.3,4.3
AGO,2019-05-01,4.9,4.5,7.3,3.6
AGO,2019-06-01,4.9,4.5,7.3,3.6
AGO,2019-07-01,4.9,4.5,7.3,3.6
AGO,2019-08-01,4.9,4.5,7.3,3.6
AGO,2019-09-01,4.9,4.5,7.3,3.6
AGO,2019-10-01,4.9,4.5,7.3,3.6
AGO,2019-11-01,4.9,4.5,7.3,3.6
AGO,2019-12-01,4.9,4.5,7.3,3.6
AGO,2020-01-01,4.9,4.5,7.3,3.6
AGO,2020-02-01,4.9,4.5,7.3,3.6
AGO,2020-03-01,4.9,4.5,7.3,3.6
AGO,2020-04-01,4.9,4.5,7.3,3.6
AGO,2020-05-01,5.2,5.0,7.1,3.9
AGO,2020-06-01,5.2,5.0,7.1,3.9
AGO,2020-07-01,5.2,5.0,7.1,3.9
AGO,2020-08-01,5.2,5.0,7.1,3.9
AGO,2020-09-01,5.2,5.0,7.1,3.9
AGO,2020-10-01,5.2,5.0,7.1,3.9
AGO,2020-11-01,5.2,5.0,7.1,3.9
AGO,2020-12-01,5.2,5.0,7.1,3.9
AGO,2021-01-01,5.2,5.0,7.1,3.9
AGO,2021-02-01,5.2,5.0,7.1,3.9
AGO,2021-03-01,5.2,5.0,7.1,3.9
AGO,2021-04-01,5.2,5.0,7.1,3.9
AGO,2021-05-01,5.0,5.2,6.9,3.5
AGO,2021-06-01,5.0,5.2,6.9,3.5
AGO,2021-07-01,5.0,5.2,6.9,3.5
AGO,2021-08-01,5.0,5.2,6.9,3.5
AGO,2021-09-01,5.0,5.2,6.9,3.5
AGO,2021-10-01,5.0,5.2,6.9,3.5
AGO,2021-11-01,5.0,5.2,6.9,3.5
AGO,2021-12-01,5.0,5.2,6.9,3.5
AGO,2022-01-01,5.0,5.2,6.9,3.5
AGO,2022-02-01,5.0,5.2,6.9,3.5
AGO,2022-03-01,5.0,5.2,6.9,3.5
AGO,2022-04-01,5.0,5.2,6.9,3.5
AGO,2022-05-01,4.7,5.1,6.9,3.0
AGO,2022-06-01,4.7,5.1,6.9,3.0
AGO,2022-07-01,4.7,5.1,6.9,3.0
AGO,2022-08-01,4.7,5.1,6.9,3.0
AGO,2022-09-01,4.7,5.1,6.9,3.0
AGO,2022-10-01,4.7,5.1,6.9,3.0
AGO,2022-11-01,4.7,5.1,6.9,3.0
AGO,2022-12-01,4.7,5.1,6.9,3.0
AGO,2023-01-01,4.7,5.1,6.9,3.0
AGO,2023-02-01,4.7,5.1,6.9,3.0
AGO,2023-03-01,4.7,5.1,6.9,3.0
AGO,2023-04-01,4.7,5.1,6.9,3.0
AGO,2023-05-01,4.6,5.1,6.9,2.7
AGO,2023-06-01,4.6,5.1,6.9,2.7
AGO,2023-07-01,4.6,5.1,6.9,2.7
AGO,2023-08-01,4.6,5.1,6.9,2.7
AGO,2023-09-01,4.6,5.1,6.9,2.7
AGO,2023-10-01,4.6,5.1,6.9,2.7
AGO,2023-11-01,4.6,5.1,6.9,2.7
AGO,2023-12-01,4.6,5.1,6.9,2.7
AGO,2024-01-01,4.6,5.1,6.9,2.7
AGO,2024-02-01,4.6,5.1,6.9,2.7
AGO,2024-03-01,4.6,5.1,6.9,2.7
AGO,2024-04-01,4.6,5.1,6.9,2.7
AGO,2024-05-01,5.2,5.1,6.7,4.2
AGO,2024-06-01,5.2,5.1,6.7,4.2
AGO,2024-07-01,5.2,5.1,6.7,4.2
AGO,2024-08-01,5.2,5.1,6.7,4.2
AGO,2024-09-01,5.2,5.1,6.7,4.2
AGO,2024-10-01,5.2,5.1,6.7,4.2
AGO,2024-11-01,5.2,5.1,6.7,4.2
AGO,2024-12-01,5.2,5.1,6.7,4.2
AGO,2025-01-01,5.2,5.1,6.7,4.2
AGO,2025-02-01,5.2,5.1,6.7,4.2
AGO,2025-03-01,5.2,5.1,6.7,4.2
AGO,2025-04-01,5.2,5.1,6.7,4.2
AGO,2025-05-01,4.4,5.1,6.7,2.5
AGO,2025-06-01,4.4,5.1,6.7,2.5
AGO,2025-07-01,4.4,5.1,6.7,2.5
AGO,2025-08-01,4.4,5.1,6.7,2.5
AGO,2025-09-01,4.4,5.1,6.7,2.5
AGO,2025-10-01,4.4,5.1,6.7,2.5
AGO,2025-11-01,4.4,5.1,6.7,2.5
AGO,2025-12-01,4.4,5.1,6.7,2.5
AGO,2026-01-01,4.4,5.1,6.7,2.5
AGO,2026-02-01,4.4,5.1,6.7,2.5
AGO,2026-03-01,4.4,5.1,6.7,2.5
AGO,2026-04-01,4.4,5.1,6.7,2.5
AGO,2026-05-01,6.0,5.2,6.9,5.9
AGO,2026-06-01,6.0,5.2,6.9,5.9
AGO,2026-07-01,6.0,5.2,6.9,5.9
AGO,2026-08-01,6.0,5.2,6.9,5.9
AGO,2026-09-01,6.0,5.2,6.9,5.9
AGO,2026-10-01,6.0,5.2,6.9,5.9
AGO,2026-11-01,6.0,5.2,6.9,5.9
AGO,2026-12-01,6.0,5.2,6.9,5.9
AGO,2027-01-01,6.0,5.2,6.9,5.9
AGO,2027-02-01,6.0,5.2,6.9,5.9
AGO,2027-03-01,6.0,5.2,6.9,5.9
AGO,2027-04-01,6.0,5.2,6.9,5.9
ALB,2016-05-01,2.8,1.5,4.8,3.0
ALB,2016-06-01,2.8,1.5,4.8,3.0
ALB,2016-07-01,2.8,1.5,4.8,3.0
ALB,2016-08-01,2.8,1.5,4.8,3.0
ALB,2016-09-01,2.8,1.5,4.8,3.0
ALB,2016-10-01,2.8,1.5,4.8,3.0
ALB,2016-11-01,2.8,1.5,4.8,3.0
ALB,2016-12-01,2.8,1.5,4.8,3.0
ALB,2017-01-01,2.8,1.5,4.8,3.0
ALB,2017-02-01,2.8,1.5,4.8,3.0
ALB,2017-03-01,2.8,1.5,4.8,3.0
ALB,2017-04-01,2.8,1.5,4.8,3.0
ALB,2017-05-01,2.8,1.4,4.4,3.5
ALB,2017-06-01,2.8,1.4,4.4,3.5
ALB,2017-07-01,2.8,1.4,4.4,3.5
ALB,2017-08-01,2.8,1.4,4.4,3.5
ALB,2017-09-01,2.8,1.4,4.4,3.5
ALB,2017-10-01,2.8,1.4,4.4,3.5
ALB,2017-11-01,2.8,1.4,4.4,3.5
ALB,2017-12-01,2.8,1.4,4.4,3.5
ALB,2018-01-01,2.8,1.4,4.4,3.5
ALB,2018-02-01,2.8,1.4,4.4,3.5
ALB,2018-03-01,2.8,1.4,4.4,3.5
ALB,2018-04-01,2.8,1.4,4.4,3.5
ALB,2018-05-01,2.7,1.5,4.2,3.3
ALB,2018-06-01,2.7,1.5,4.2,3.3
ALB,2018-07-01,2.7,1.5,4.2,3.3
ALB,2018-08-01,2.7,1.5,4.2,3.3
ALB,2018-09-01,2.7,1.5,4.2,3.3
ALB,2018-10-01,2.7,1.5,4.2,3.3
ALB,2018-11-01,2.7,1.5,4.2,3.3
ALB,2018-12-01,2.7,1.5,4.2,3.3
ALB,2019-01-01,2.7,1.5,4.2,3.3
ALB,2019-02-01,2.7,1.5,4.2,3.3
ALB,2019-03-01,2.7,1.5,4.2,3.3
ALB,2019-04-01,2.7,1.5,4.2,3.3
ALB,2019-05-01,2.8,1.5,4.3,3.3
ALB,2019-06-01,2.8,1.5,4.3,3.3
ALB,2019-07-01,2.8,1.5,4.3,3.3
ALB,2019-08-01,2.8,1.5,4.3,3.3
ALB,2019-09-01,2.8,1.5,4.3,3.3
ALB,2019-10-01,2.8,1.5,4.3,3.3
ALB,2019-11-01,2.8,1.5,4.3,3.3
ALB,2019-12-01,2.8,1.5,4.3,3.3
ALB,2020-01-01,2.8,1.5,4.3,3.3
ALB,2020-02-01,2.8,1.5,4.3,3.3
ALB,2020-03-01,2.8,1.5,4.3,3.3
ALB,2020-04-01,2.8,1.5,4.3,3.3
ALB,2020-05-01,2.9,1.6,4.2,3.8
ALB,2020-06-01,2.9,1.6,4.2,3.8
ALB,2020-07-01,2.9,1.6,4.2,3.8
ALB,2020-08-01,2.9,1.6,4.2,3.8
ALB,2020-09-01,2.9,1.6,4.2,3.8
ALB,2020-10-01,2.9,1.6,4.2,3.8
ALB,2020-11-01,2.9,1.6,4.2,3.8
ALB,2020-12-01,2.9,1.6,4.2,3.8
ALB,2021-01-01,2.9,1.6,4.2,3.8
ALB,2021-02-01,2.9,1.6,4.2,3.8
ALB,2021-03-01,2.9,1.6,4.2,3.8
ALB,2021-04-01,2.9,1.6,4.2,3.8
ALB,2021-05-01,3.0,1.5,4.3,4.1
ALB,2021-06-01,3.0,1.5,4.3,4.1
ALB,2021-07-01,3.0,1.5,4.3,4.1
ALB,2021-08-01,3.0,1.5,4.3,4.1
ALB,2021-09-01,3.0,1.5,4.3,4.1
ALB,2021-10-01,3.0,1.5,4.3,4.1
ALB,2021-11-01,3.0,1.5,4.3,4.1
ALB,2021-12-01,3.0,1.5,4.3,4.1
ALB,2022-01-01,3.0,1.5,4.3,4.1
ALB,2022-02-01,3.0,1.5,4.3,4.1
ALB,2022-03-01,3.0,1.5,4.3,4.1
ALB,2022-04-01,3.0,1.5,4.3,4.1
ALB,2022-05-01,2.8,1.3,4.4,3.8
ALB,2022-06-01,2.8,1.3,4.4,3.8
ALB,2022-07-01,2.8,1.3,4.4,3.8
ALB,2022-08-01,2.8,1.3,4.4,3.8
ALB,2022-09-01,2.8,1.3,4.4,3.8
ALB,2022-10-01,2.8,1.3,4.4,3.8
ALB,2022-11-01,2.8,1.3,4.4,3.8
ALB,2022-12-01,2.8,1.3,4.4,3.8
ALB,2023-01-01,2.8,1.3,4.4,3.8
ALB,2023-02-01,2.8,1.3,4.4,3.8
ALB,2023-03-01,2.8,1.3,4.4,3.8
ALB,2023-04-01,2.8,1.3,4.4,3.8
ALB,2023-05-01,3.1,1.7,4.4,3.8
ALB,2023-06-01,3.1,1.7,4.4,3.8
ALB,2023-07-01,3.1,1.7,4.4,3.8
ALB,2023-08-01,3.1,1.7,4.4,3.8
ALB,2023-09-01,3.1,1.7,4.4,3.8
ALB,2023-10-01,3.1,1.7,4.4,3.8
ALB,2023-11-01,3.1,1.7,4.4,3.8
ALB,2023-12-01,3.1,1.7,4.4,3.8
ALB,2024-01-01,3.1,1.7,4.4,3.8
ALB,2024-02-01,3.1,1.7,4.4,3.8
ALB,2024-03-01,3.1,1.7,4.4,3.8
ALB,2024-04-01,3.1,1.7,4.4,3.8
ALB,2024-05-01,3.1,2.0,4.2,3.4
ALB,2024-06-01,3.1,2.0,4.2,3.4
ALB,2024-07-01,3.1,2.0,4.2,3.4
ALB,2024-08-01,3.1,2.0,4.2,3.4
ALB,2024-09-01,3.1,2.0,4.2,3.4
ALB,2024-10-01,3.1,2.0,4.2,3.4
ALB,2024-11-01,3.1,2.0,4.2,3.4
ALB,2024-12-01,3.1,2.0,4.2,3.4
ALB,2025-01-01,3.1,2.0,4.2,3.4
ALB,2025-02-01,3.1,2.0,4.2,3.4
ALB,2025-03-01,3.1,2.0,4.2,3.4
ALB,2025-04-01,3.1,2.0,4.2,3.4
ALB,2025-05-01,3.2,2.2,4.1,3.5
ALB,2025-06-01,3.2,2.2,4.1,3.5
ALB,2025-07-01,3.2,2.2,4.1,3.5
ALB,2025-08-01,3.2,2.2,4.1,3.5
ALB,2025-09-01,3.2,2.2,4.1,3.5
ALB,2025-10-01,3.2,2.2,4.1,3.5
ALB,2025-11-01,3.2,2.2,4.1,3.5
ALB,2025-12-01,3.2,2.2,4.1,3.5
ALB,2026-01-01,3.2,2.2,4.1,3.5
ALB,2026-02-01,3.2,2.2,4.1,3.5
ALB,2026-03-01,3.2,2.2,4.1,3.5
ALB,2026-04-01,3.2,2.2,4.1,3.5
ALB,2026-05-01,3.1,2.4,3.3,3.7
ALB,2026-06-01,3.1,2.4,3.3,3.7
ALB,2026-07-01,3.1,2.4,3.3,3.7
ALB,2026-08-01,3.1,2.4,3.3,3.7
ALB,2026-09-01,3.1,2.4,3.3,3.7
ALB,2026-10-01,3.1,2.4,3.3,3.7
ALB,2026-11-01,3.1,2.4,3.3,3.7
ALB,2026-12-01,3.1,2.4,3.3,3.7
ALB,2027-01-01,3.1,2.4,3.3,3.7
ALB,2027-02-01,3.1,2.4,3.3,3.7
ALB,2027-03-01,3.1,2.4,3.3,3.7
ALB,2027-04-01,3.1,2.4,3.3,3.7
ARE,2016-05-01,2.0,1.1,2.1,3.3
ARE,2016-06-01,2.0,1.1,2.1,3.3
ARE,2016-07-01,2.0,1.1,2.1,3.3
ARE,2016-08-01,2.0,1.1,2.1,3.3
ARE,2016-09-01,2.0,1.1,2.1,3.3
ARE,2016-10-01,2.0,1.1,2.1,3.3
ARE,2016-11-01,2.0,1.1,2.1,3.3
ARE,2016-12-01,2.0,1.1,2.1,3.3
ARE,2017-01-01,2.0,1.1,2.1,3.3
ARE,2017-02-01,2.0,1.1,2.1,3.3
ARE,2017-03-01,2.0,1.1,2.1,3.3
ARE,2017-04-01,2.0,1.1,2.1,3.3
ARE,2017-05-01,2.0,1.2,1.9,3.6
ARE,2017-06-01,2.0,1.2,1.9,3.6
ARE,2017-07-01,2.0,1.2,1.9,3.6
ARE,2017-08-01,2.0,1.2,1.9,3.6
ARE,2017-09-01,2.0,1.2,1.9,3.6
ARE,2017-10-01,2.0,1.2,1.9,3.6
ARE,2017-11-01,2.0,1.2,1.9,3.6
ARE,2017-12-01,2.0,1.2,1.9,3.6
ARE,2018-01-01,2.0,1.2,1.9,3.6
ARE,2018-02-01,2.0,1.2,1.9,3.6
ARE,2018-03-01,2.0,1.2,1.9,3.6
ARE,2018-04-01,2.0,1.2,1.9,3.6
ARE,2018-05-01,2.0,1.2,1.9,3.7
ARE,2018-06-01,2.0,1.2,1.9,3.7
ARE,2018-07-01,2.0,1.2,1.9,3.7
ARE,2018-08-01,2.0,1.2,1.9,3.7
ARE,2018-09-01,2.0,1.2,1.9,3.7
ARE,2018-10-01,2.0,1.2,1.9,3.7
ARE,2018-11-01,2.0,1.2,1.9,3.7
ARE,2018-12-01,2.0,1.2,1.9,3.7
ARE,2019-01-01,2.0,1.2,1.9,3.7
ARE,2019-02-01,2.0,1.2,1.9,3.7
ARE,2019-03-01,2.0,1.2,1.9,3.7
ARE,2019-04-01,2.0,1.2,1.9,3.7
ARE,2019-05-01,2.0,1.2,1.9,3.5
ARE,2019-06-01,2.0,1.2,1.9,3.5
ARE,2019-07-01,2.0,1.2,1.9,3.5
ARE,2019-08-01,2.0,1.2,1.9,3.5
ARE,2019-09-01,2.0,1.2,1.9,3.5
ARE,2019-10-01,2.0,1.2,1.9,3.5
ARE,2019-11-01,2.0,1.2,1.9,3.5
ARE,2019-12-01,2.0,1.2,1.9,3.5
ARE,2020-01-01,2.0,1.2,1.9,3.5
ARE,2020-02-01,2.0,1.2,1.9,3.5
ARE,2020-03-01,2.0,1.2,1.9,3.5
ARE,2020-04-01,2.0,1.2,1.9,3.5
ARE,2020-05-01,1.9,1.5,1.9,2.3
ARE,2020-06-01,1.9,1.5,1.9,2.3
ARE,2020-07-01,1.9,1.5,1.9,2.3
ARE,2020-08-01,1.9,1.5,1.9,2.3
ARE,2020-09-01,1.9,1.5,1.9,2.3
ARE,2020-10-01,1.9,1.5,1.9,2.3
ARE,2020-11-01,1.9,1.5,1.9,2.3
ARE,2020-12-01,1.9,1.5,1.9,2.3
ARE,2021-01-01,1.9,1.5,1.9,2.3
ARE,2021-02-01,1.9,1.5,1.9,2.3
ARE,2021-03-01,1.9,1.5,1.9,2.3
ARE,2021-04-01,1.9,1.5,1.9,2.3
ARE,2021-05-01,1.8,1.4,1.8,2.4
ARE,2021-06-01,1.8,1.4,1.8,2.4
ARE,2021-07-01,1.8,1.4,1.8,2.4
ARE,2021-08-01,1.8,1.4,1.8,2.4
ARE,2021-09-01,1.8,1.4,1.8,2.4
ARE,2021-10-01,1.8,1.4,1.8,2.4
ARE,2021-11-01,1.8,1.4,1.8,2.4
ARE,2021-12-01,1.8,1.4,1.8,2.4
ARE,2022-01-01,1.8,1.4,1.8,2.4
ARE,2022-02-01,1.8,1.4,1.8,2.4
ARE,2022-03-01,1.8,1.4,1.8,2.4
ARE,2022-04-01,1.8,1.4,1.8,2.4
ARE,2022-05-01,1.7,1.1,1.8,2.3
ARE,2022-06-01,1.7,1.1,1.8,2.3
ARE,2022-07-01,1.7,1.1,1.8,2.3
ARE,2022-08-01,1.7,1.1,1.8,2.3
ARE,2022-09-01,1.7,1.1,1.8,2.3
ARE,2022-10-01,1.7,1.1,1.8,2.3
ARE,2022-11-01,1.7,1.1,1.8,2.3
ARE,2022-12-01,1.7,1.1,1.8,2.3
ARE,2023-01-01,1.7,1.1,1.8,2.3
ARE,2023-02-01,1.7,1.1,1.8,2.3
ARE,2023-03-01,1.7,1.1,1.8,2.3
ARE,2023-04-01,1.7,1.1,1.8,2.3
ARE,2023-05-01,1.7,1.2,1.8,2.4
ARE,2023-06-01,1.7,1.2,1.8,2.4
ARE,2023-07-01,1.7,1.2,1.8,2.4
ARE,2023-08-01,1.7,1.2,1.8,2.4
ARE,2023-09-01,1.7,1.2,1.8,2.4
ARE,2023-10-01,1.7,1.2,1.8,2.4
ARE,2023-11-01,1.7,1.2,1.8,2.4
ARE,2023-12-01,1.7,1.2,1.8,2.4
ARE,2024-01-01,1.7,1.2,1.8,2.4
ARE,2024-02-01,1.7,1.2,1.8,2.4
ARE,2024-03-01,1.7,1.2,1.8,2.4
ARE,2024-04-01,1.7,1.2,1.8,2.4
ARE,2024-05-01,1.7,1.0,1.8,2.5
ARE,2024-06-01,1.7,1.0,1.8,2.5
ARE,2024-07-01,1.7,1.0,1.8,2.5
ARE,2024-08-01,1.7,1.0,1.8,2.5
ARE,2024-09-01,1.7,1.0,1.8,2.5
ARE,2024-10-01,1.7,1.0,1.8,2.5
ARE,2024-11-01,1.7,1.0,1.8,2.5
ARE,2024-12-01,1.7,1.0,1.8,2.5
ARE,2025-01-01,1.7,1.0,1.8,2.5
ARE,2025-02-01,1.7,1.0,1.8,2.5
ARE,2025-03-01,1.7,1.0,1.8,2.5
ARE,2025-04-01,1.7,1.0,1.8,2.5
ARE,2025-05-01,1.7,1.0,1.8,2.5
ARE,2025-06-01,1.7,1.0,1.8,2.5
ARE,2025-07-01,1.7,1.0,1.8,2.5
ARE,2025-08-01,1.7,1.0,1.8,2.5
ARE,2025-09-01,1.7,1.0,1.8,2.5
ARE,2025-10-01,1.7,1.0,1.8,2.5
ARE,2025-11-01,1.7,1.0,1.8,2.5
ARE,2025-12-01,1.7,1.0,1.8,2.5
ARE,2026-01-01,1.7,1.0,1.8,2.5
ARE,2026-02-01,1.7,1.0,1.8,2.5
ARE,2026-03-01,1.7,1.0,1.8,2.5
ARE,2026-04-01,1.7,1.0,1.8,2.5
ARE,2026-05-01,2.3,1.0,3.0,4.0
